Index,CurrentCost,TotalCost,CurrentPackets,TotalPackets, TrafficIntensity
396,190,235100,7,5464,13.798
397,300,235400,9,5473,13.7859
398,280,235680,7,5480,13.7688
399,360,236040,7,5487,13.7519
400,280,236320,7,5494,13.735
401,220,236540,8,5502,13.7207
402,160,236700,6,5508,13.7015
403,170,236870,6,5514,13.6824
404,180,237050,7,5521,13.6658
405,80,237130,6,5527,13.6469
406,240,237370,6,5533,13.6281
407,250,237620,6,5539,13.6093
408,180,237800,6,5545,13.5907
409,110,237910,7,5552,13.5746
410,180,238090,7,5559,13.5585
411,280,238370,8,5567,13.545
412,370,238740,7,5574,13.5291
413,450,239190,7,5581,13.5133
414,140,239330,4,5585,13.4903
415,390,239720,8,5593,13.4771
416,280,240000,7,5600,13.4615
417,270,240270,8,5608,13.4484
418,390,240660,8,5616,13.4354
419,620,241280,8,5624,13.4224
420,90,241370,7,5631,13.4071
421,200,241570,6,5637,13.3895
422,180,241750,7,5644,13.3744
423,280,242030,7,5651,13.3593
424,330,242360,5,5656,13.3396
425,230,242590,10,5666,13.3318
426,380,242970,8,5674,13.3192
427,540,243510,8,5682,13.3068
428,280,243790,9,5691,13.2967
429,440,244230,7,5698,13.2821
430,280,244510,7,5705,13.2674
431,140,244650,4,5709,13.2459
432,470,245120,8,5717,13.2338
433,200,245320,8,5725,13.2217
434,550,245870,8,5733,13.2097
435,320,246190,8,5741,13.1977
436,340,246530,9,5750,13.1881
437,290,246820,8,5758,13.1762
438,460,247280,8,5766,13.1644
439,430,247710,7,5773,13.1503
440,380,248090,7,5780,13.1364
441,200,248290,7,5787,13.1224
442,300,248590,8,5795,13.1109
443,320,248910,9,5804,13.1016
444,210,249120,8,5812,13.0901
445,470,249590,9,5821,13.0809
446,450,250040,7,5828,13.0673
447,220,250260,8,5836,13.0559
448,310,250570,8,5844,13.0446
449,210,250780,8,5852,13.0334
450,460,251240,8,5860,13.0222
451,400,251640,9,5869,13.0133
452,360,252000,12,5881,13.0111
453,370,252370,8,5889,13
454,310,252680,9,5898,12.9912
455,550,253230,9,5907,12.9824
456,380,253610,9,5916,12.9737
457,490,254100,9,5925,12.965
458,480,254580,9,5934,12.9563
459,310,254890,9,5943,12.9477
460,460,255350,9,5952,12.9391
461,410,255760,10,5962,12.9328
462,410,256170,11,5973,12.9286
463,400,256570,8,5981,12.9179
464,240,256810,10,5991,12.9116
465,680,257490,11,6002,12.9075
466,350,257840,12,6014,12.9056
467,250,258090,11,6025,12.9015
468,460,258550,8,6033,12.891
469,450,259000,12,6045,12.8891
470,340,259340,11,6056,12.8851
471,600,259940,11,6067,12.8811
472,510,260450,12,6079,12.8792
473,190,260640,8,6087,12.8689
474,250,260890,11,6098,12.865
475,380,261270,9,6107,12.8568
476,630,261900,12,6119,12.855
477,420,262320,11,6130,12.8512
478,520,262840,12,6142,12.8494
479,770,263610,15,6157,12.8539
480,530,264140,14,6171,12.8562
481,440,264580,12,6183,12.8545
482,530,265110,12,6195,12.8527
483,350,265460,13,6208,12.853
484,510,265970,13,6221,12.8533
